	0	20.907208	8.446037
1	20.444017	8.469743
2	20.308003	9.324625
3	20.416367	9.333351
4	16.384931	8.980474
5	19.099284	9.166879
6	19.691859	9.028046
7	19.862202	9.435679
8	19.733094	9.421569
9	16.567408	9.167776
10	18.011532	9.386331
11	19.498182	9.188448
12	19.082756	9.561419
13	19.274700	9.547939
14	16.742132	9.337413
15	17.022024	9.392081
16	19.423933	9.289697
17	17.884490	9.439651
18	18.415895	9.505702
19	14.824901	9.084709
20	14.477754	9.033197
21	18.204501	9.307868
22	17.098284	9.338846
23	17.236094	9.361097
24	14.002995	8.964639
25	12.996850	8.626055
26	17.288546	9.300600
27	15.702852	9.127290
28	15.983488	9.223201
29	13.423110	8.786815
30	13.272294	8.748835
31	15.154285	8.900232
32	14.538845	8.812826
33	14.815838	8.919786
34	12.837480	8.607251
35	12.348874	8.421860
36	14.452829	8.761584
37	13.590995	8.500239
38	13.910760	8.616122
39	12.002223	8.285795
40	11.601801	8.120688
41	13.318912	8.429087
42	12.481420	8.084542
43	12.896216	8.235352
44	11.548486	8.046548
45	10.144798	7.355932
46	11.902700	8.074199
47	11.548149	7.672926
48	11.690541	7.773703
49	11.470788	7.846774
